# Distance (km)	Depth (km)						
0.00E+00	0.00E+00						
1.30E+00	-3.66E+01						
2.60E+00	-5.23E+01						
3.25E+00	-6.71E+01						
4.55E+00	-1.09E+02						
5.85E+00	-1.40E+02						
7.15E+00	-1.72E+02						
8.46E+00	-2.09E+02						
9.76E+00	-2.40E+02						
1.11E+01	-2.48E+02						
1.07E+01	-2.52E+02						
