#	Distance	"(km),"	Depth	(m)				
0.00E+00	0.00E+00							
1.02E+00	-2.57E+01							
1.95E+00	-4.47E+01							
2.97E+00	-6.22E+01							
3.99E+00	-9.91E+01							
4.46E+00	-1.16E+02							
5.48E+00	-1.47E+02							
6.50E+00	-1.76E+02							
7.43E+00	-1.99E+02							
								
								
								
								
								
								
