# Distance (km)	Depth (m)						
0.00E+00	0.00E+00						
1.04E+00	-4.36E+01						
3.68E-01	-7.45E+00						
2.44E+00	-6.76E+01						
3.48E+00	-9.12E+01						
4.52E+00	-1.29E+02						
5.18E+00	-1.44E+02						
5.55E+00	-1.55E+02						
6.29E+00	-1.64E+02						
6.96E+00	-1.77E+02						
8.00E+00	-1.89E+02						
							
							
							
