# Distance (km)	Depth (m)					
0.00E+00	0.00E+00					
1.06E+00	-1.12E+01					
2.11E+00	-5.24E+01					
1.67E+00	-3.26E+01					
2.72E+00	-9.25E+01					
3.78E+00	-1.22E+02					
4.83E+00	-1.66E+02					
5.89E+00	-2.11E+02					
6.95E+00	-2.26E+02					
6.50E+00	-2.11E+02					
7.56E+00	-2.38E+02					
8.61E+00	-2.41E+02					
9.23E+00	-2.48E+02					
