#	Distance	"(km),"	Depth	(m)			
0.00E+00	0.00E+00						
6.69E-01	-3.29E+01						
1.34E+00	-5.35E+01						
2.01E+00	-1.04E+02						
2.68E+00	-1.42E+02						
2.98E+00	-1.48E+02						
5.66E+00	-2.86E+02						
6.33E+00	-2.81E+02						
							
							
							
							
							
							
							
